,runstring,instability_time,shadow_instability_time,Stable
65,0000065.bin,145619.5043102486,92897.22871698377,False
66,0000066.bin,5383146.928068794,5712494.311839439,False
67,0000067.bin,40793762.099910334,32814302.65073439,False
68,0000068.bin,380126759.6970891,1000000000.0,False
69,0000069.bin,17304.296079966538,2371.281478609897,False
70,0000070.bin,634628.0921791162,437421.25625195075,False
71,0000071.bin,32688.64848075456,19864.648224703058,False
72,0000072.bin,999000000.0049607,999000000.0049607,True
73,0000073.bin,112341.68141983378,101722.58183956296,False
74,0000074.bin,999000000.0049611,999000000.0049611,True
75,0000075.bin,243528.35276475552,483066.0604749347,False
76,0000076.bin,21495829.43049888,999000000.0049617,False
77,0000077.bin,150858.61159402624,276877.6747125212,False
78,0000078.bin,1000000000.0,1000000000.0,True
79,0000079.bin,1000000000.0,1000000000.0,True
80,0000080.bin,50389.16850713181,33682.15282415722,False
81,0000081.bin,2527495.110008444,130621.57244147497,False
82,0000082.bin,1000000000.0,1000000000.0,True
83,0000083.bin,2577865.0182867227,758742.5571711123,False
84,0000084.bin,789609.4345152109,158342.90705807,False
85,0000085.bin,999000000.0049607,999000000.0049607,True
86,0000086.bin,999000000.0049608,999000000.0049608,True
87,0000087.bin,999000000.0049605,999000000.0049605,True
88,0000088.bin,2270098.3641169164,12645319.89078418,False
89,0000089.bin,18586.741138892692,18275.38768572751,False
90,0000090.bin,999000000.0049607,999000000.0049607,True
91,0000091.bin,51555460.40597398,73627032.71452901,False
92,0000092.bin,109561.11633484137,110499.71466764984,False
93,0000093.bin,757643.2245270234,816910.7813601539,False
94,0000094.bin,33734.91109176628,26634.4380880444,False
95,0000095.bin,30236.965203683754,30964.77295301625,False
96,0000096.bin,16613140.103928192,14402863.651933545,False
97,0000097.bin,10174387.527522806,9965233.350459114,False
98,0000098.bin,1000000000.0,1000000000.0,True
99,0000099.bin,45217.61120486291,93095.72173957068,False
100,0000100.bin,86757.455013091,69711.8926792016,False
101,0000101.bin,1175243.3064802273,299303.47183001717,False
102,0000102.bin,7819014.234375256,4295931.4269562485,False
103,0000103.bin,188799.66951560345,3347.7424418742685,False
104,0000104.bin,1000000000.0,1000000000.0,True
105,0000105.bin,1000000000.0,1000000000.0,True
106,0000106.bin,46624226.84482992,12467384.09366419,False
107,0000107.bin,1000000000.0,1000000000.0,True
108,0000108.bin,3430786.6640047114,43495255.389262356,False
109,0000109.bin,878229.0517019463,2494295.298574843,False
110,0000110.bin,70429907.70985477,54799991.300279215,False
111,0000111.bin,19698920.64307866,73304786.32336254,False
112,0000112.bin,10094803.741707545,34780212.39833646,False
113,0000113.bin,3370161.00573018,2471793.4989922773,False
114,0000114.bin,53631.49833751409,117671.85993509143,False
115,0000115.bin,254542.94882650537,185677.54401129036,False
116,0000116.bin,601430359.771893,999000000.0049603,False
117,0000117.bin,17729773.06931552,24351124.90113578,False
118,0000118.bin,44454321.54368125,20692371.431913096,False
119,0000119.bin,88225.78376499182,193967.03525491708,False
120,0000120.bin,999000000.0049621,999000000.0049621,True
121,0000121.bin,691139.5058529082,1452906.4325330968,False
122,0000122.bin,68101.88217121344,74859.79016743442,False
123,0000123.bin,1000000000.0,1000000000.0,True
124,0000124.bin,993333967.8203425,656680997.7070847,False
125,0000125.bin,319458.4810563052,55116.731905300105,False
126,0000126.bin,572208.5492963376,2110804.7338282005,False
127,0000127.bin,55810.27968980504,14945.866418374226,False
128,0000128.bin,3005359.788878976,11532070.626710711,False
129,0000129.bin,1000000000.0,1000000000.0,True
130,0000130.bin,547004.7159727287,336918.24602039903,False
131,0000131.bin,158060632.87363297,49429989.4433916,False
132,0000132.bin,39692112.01363352,49959964.511409655,False
133,0000133.bin,455209222.7231299,17803975.81560596,False
134,0000134.bin,12348.72551448534,9950.285479238597,False
135,0000135.bin,1000000000.0,1000000000.0,True
136,0000136.bin,61652754.27579779,50548852.752727166,False
137,0000137.bin,844230067.0288409,999000000.0049605,False
138,0000138.bin,999000000.0049611,999000000.0049611,True
139,0000139.bin,1000000000.0,1000000000.0,True
140,0000140.bin,10719703.080181431,86065570.99130389,False
141,0000141.bin,23652420.6663202,14201649.02259493,False
142,0000142.bin,123089.0566829388,5452.253455079785,False
143,0000143.bin,27436.827945150028,27414.865540910294,False
144,0000144.bin,999000000.004961,999000000.004961,True
145,0000145.bin,10788521.442727968,1022765.7466502431,False
146,0000146.bin,25441.193645707095,13032.747019402972,False
147,0000147.bin,999000000.0049607,999000000.0049607,True
148,0000148.bin,1000000000.0,1000000000.0,True
149,0000149.bin,589445.0528533665,752446.933556681,False
150,0000150.bin,684346.541171163,263965.9634008628,False
151,0000151.bin,1000000000.0,1000000000.0,True
152,0000152.bin,1000000000.0,1000000000.0,True
153,0000153.bin,20217.709461314054,20139.97502107121,False
154,0000154.bin,1000000000.0,1000000000.0,True
155,0000155.bin,122444.00632105545,219555.79963477666,False
156,0000156.bin,1000000000.0,1000000000.0,True
157,0000157.bin,3185788.4574531415,2547587.21121691,False
158,0000158.bin,999000000.004961,999000000.004961,True
159,0000159.bin,34213562.16287116,8232628.245823183,False
160,0000160.bin,1000000000.0,1000000000.0,True
161,0000161.bin,143146.37824366085,257586.7856343007,False
162,0000162.bin,65286.0871727881,186519.2860629204,False
163,0000163.bin,23028839.55485741,2328341.4479330853,False
164,0000164.bin,1000000000.0,1000000000.0,True
165,0000165.bin,22615.560599286237,24693.848363265446,False
166,0000166.bin,24248.884510805845,21341.637230333225,False
167,0000167.bin,702032.5465523513,1873849.3745122366,False
168,0000168.bin,10563.777875272797,12600.946753080769,False
169,0000169.bin,26635.99693377119,15198.537990179588,False
170,0000170.bin,37123.46065135259,70135.96799901119,False
171,0000171.bin,103771.94435548657,246713.66348254145,False
172,0000172.bin,146973.76019594033,214814.76088132287,False
173,0000173.bin,1000000000.0,1000000000.0,True
174,0000174.bin,999000000.0049616,999000000.0049616,True
175,0000175.bin,125195.92328568504,200711.01756264264,False
176,0000176.bin,64442607.331167,20489009.91281933,False
177,0000177.bin,40140929.59783565,18979379.735291556,False
178,0000178.bin,14626.164480316633,9828.071974257866,False
179,0000179.bin,7032232.161415279,6550884.674768489,False
180,0000180.bin,999000000.004961,999000000.004961,True
181,0000181.bin,999000000.0049607,999000000.0049607,True
182,0000182.bin,29388.81456424264,46630.09863871654,False
183,0000183.bin,999000000.0049607,999000000.0049607,True
184,0000184.bin,1000000000.0,1000000000.0,True
185,0000185.bin,33380.53349646712,48321.27304756357,False
186,0000186.bin,1000000000.0,1000000000.0,True
187,0000187.bin,1131347.4230925082,1689637.87231986,False
188,0000188.bin,18852645.486956533,33010.04782865436,False
189,0000189.bin,999000000.0049609,999000000.0049609,True
190,0000190.bin,1000000000.0,1000000000.0,True
191,0000191.bin,1142185.2114442072,5957864.736110875,False
192,0000192.bin,68671.62296396858,104577.55582726328,False
193,0000193.bin,999000000.0049607,999000000.0049607,True
194,0000194.bin,155644.9954376313,373109.5862158222,False
195,0000195.bin,482576.7561216988,109653.33071985458,False
196,0000196.bin,999000000.0049607,999000000.0049607,True
197,0000197.bin,2104943.7163616316,1109132.76289384,False
198,0000198.bin,39597866.15068709,37174135.86220826,False
199,0000199.bin,1000000000.0,1000000000.0,True
200,0000200.bin,27703.148077318903,28465.181150608587,False
201,0000201.bin,19620.01336864469,2924.98348076747,False
202,0000202.bin,93910.72092672638,81908.6826993849,False
203,0000203.bin,150280689.38902843,5193075.759409481,False
204,0000204.bin,1067386.1120788546,25572703.52385812,False
205,0000205.bin,943142.0549194198,1758209.833317644,False
206,0000206.bin,186875.63819614062,178625.32594178882,False
207,0000207.bin,999000000.0049608,999000000.0049608,True
208,0000208.bin,18062944.54296655,59270460.18089004,False
209,0000209.bin,15609092.69458485,6695032.698485657,False
210,0000210.bin,2294090.9398348634,394624.22068530665,False
211,0000211.bin,378383.99269506487,464635.09998182737,False
212,0000212.bin,999000000.0049607,999000000.0049607,True
213,0000213.bin,389125.9986006653,733910.4219496328,False
214,0000214.bin,3167991.9817521796,10406635.449855173,False
215,0000215.bin,15754613.333930854,13427879.778116513,False
216,0000216.bin,4895838.727110599,48230204.451612435,False
217,0000217.bin,27905756.83970837,480983578.44431967,False
218,0000218.bin,536152.8634413597,955122.650317496,False
219,0000219.bin,344694.21884049557,24725.337046946664,False
220,0000220.bin,78200.84689386781,17486.473183904658,False
221,0000221.bin,12327.940904794743,12576.524836694314,False
222,0000222.bin,17141.86435523452,1755.3988524574404,False
223,0000223.bin,385607.6491535341,1571761.6299864408,False
224,0000224.bin,1000000000.0,1000000000.0,True
225,0000225.bin,43424058.443630844,11152428.26317999,False
226,0000226.bin,2569993.055184397,3523928.8743078406,False
227,0000227.bin,18579588.710125294,25008669.550865557,False
228,0000228.bin,20862.586617981036,2872.64090536331,False
229,0000229.bin,1000000000.0,1000000000.0,True
230,0000230.bin,1000000000.0,1000000000.0,True
231,0000231.bin,1000000000.0,1000000000.0,True
232,0000232.bin,1000000000.0,1000000000.0,True
233,0000233.bin,1000000000.0,1000000000.0,True
234,0000234.bin,12064.773105095592,5304.959854405731,False
235,0000235.bin,8361459.016733149,2803574.6566433334,False
236,0000236.bin,22496215.90430189,148099992.75155193,False
237,0000237.bin,4119854.1203593872,4944303.795185965,False
238,0000238.bin,1000000000.0,1000000000.0,True
239,0000239.bin,1000000000.0,1000000000.0,True
240,0000240.bin,225613084.24115068,230993225.2732945,False
241,0000241.bin,301520.77399227617,306193.18889272056,False
242,0000242.bin,11584.510057178139,275.9849756780642,False
243,0000243.bin,58834.75216956778,433523.8648060154,False
244,0000244.bin,103647.58310747836,86666.41842262716,False
245,0000245.bin,70253.88601801406,14005.882445116851,False
246,0000246.bin,26551.022521152827,2055.424693345088,False
247,0000247.bin,1000000000.0,1000000000.0,True
248,0000248.bin,1000000000.0,1000000000.0,True
249,0000249.bin,1000000000.0,1000000000.0,True
250,0000250.bin,1526269.904260979,296945.7349882523,False
251,0000251.bin,7298279.773660063,2784959.71765085,False
252,0000252.bin,37889544.51289031,17569876.07900063,False
253,0000253.bin,999000000.0049609,999000000.0049609,True
254,0000254.bin,18017930.31385027,8966241.451030891,False
255,0000255.bin,26900.5157331002,2316907.3837682507,False
256,0000256.bin,1000000000.0,1000000000.0,True
257,0000257.bin,67195.49998343224,106364.5472868042,False
258,0000258.bin,91835863.1422638,2256173.229830749,False
259,0000259.bin,1619442.009761151,1852986.9956658855,False
260,0000260.bin,999000000.0049609,999000000.0049609,True
261,0000261.bin,6910870.928921578,8943481.29874895,False
262,0000262.bin,999000000.004961,999000000.004961,True
263,0000263.bin,28860.920119117607,2423.8665411271163,False
264,0000264.bin,1407985.7639609242,2048741.8890704622,False
265,0000265.bin,999000000.0049611,999000000.0049611,True
266,0000266.bin,1887010.570466496,9831275.46665338,False
267,0000267.bin,39052694.174386576,157651338.08381662,False
268,0000268.bin,93138.67659960702,123400.16764905622,False
269,0000269.bin,205514250.16371366,915702292.1263455,False
270,0000270.bin,25187.725330530215,27838.490527420836,False
271,0000271.bin,1000000000.0,1000000000.0,True
272,0000272.bin,971656.807274276,854143.1878890573,False
273,0000273.bin,999000000.0049607,999000000.0049607,True
274,0000274.bin,1000000000.0,1000000000.0,True
275,0000275.bin,70514.4557415566,201516.24798324174,False
276,0000276.bin,1000000000.0,1000000000.0,True
277,0000277.bin,1000000000.0,1000000000.0,True
278,0000278.bin,16913.476135750978,137012.7359996282,False
279,0000279.bin,10567.241976887897,1513807.1058358345,False
280,0000280.bin,25173778.73185162,20766359.57713079,False
281,0000281.bin,1000000000.0,1000000000.0,True
282,0000282.bin,2826498.9034193694,828425.5243745004,False
283,0000283.bin,2790397.5258215847,3872807.8676436236,False
284,0000284.bin,67403.76177257579,77735.75661092682,False
285,0000285.bin,999000000.0049609,999000000.0049609,True
286,0000286.bin,13691.515223546528,24451.39589122459,False
287,0000287.bin,2395932.0982218427,3328992.270989701,False
288,0000288.bin,999000000.0049603,999000000.0049603,True
289,0000289.bin,4693105.74738765,838910.2167768423,False
290,0000290.bin,999000000.0049605,999000000.0049605,True
291,0000291.bin,30001.891268083073,60030.97573954542,False
292,0000292.bin,999000000.0049607,999000000.0049607,True
293,0000293.bin,33461615.661715508,329814697.0119491,False
294,0000294.bin,70810.25537853206,96881.70767754091,False
295,0000295.bin,1000000000.0,1000000000.0,True
296,0000296.bin,139560.37489197246,473000.5243328735,False
297,0000297.bin,480955.2794373626,465004.99675236555,False
298,0000298.bin,10214810.787593063,3705080.258404544,False
299,0000299.bin,18835.394352824565,5612.710641891209,False
300,0000300.bin,12970889.844935136,1070569.171141286,False
301,0000301.bin,83615.9998217617,20501.86971680069,False
302,0000302.bin,33586.50897854422,9365.475844577417,False
303,0000303.bin,1320689.329077201,35783.54614635055,False
304,0000304.bin,39456.637012660954,39456.637012660954,False
305,0000305.bin,641321582.3128104,626408838.9266372,False
306,0000306.bin,168813.7084481674,122823.11760189169,False
307,0000307.bin,275050.3264691561,470345.11723926093,False
308,0000308.bin,4726140.113327526,3634876.047360918,False
309,0000309.bin,192288.47017595178,8587.61182690673,False
310,0000310.bin,16016.169894391644,11303.22500603203,False
311,0000311.bin,1216889.1172968377,1542898.7698673832,False
312,0000312.bin,6035138.243268739,6163907.87278498,False
313,0000313.bin,204867811.9759202,156064429.5332551,False
314,0000314.bin,1110312.7744722231,1866255.5441295817,False
315,0000315.bin,138018.0529295573,86668.98185782271,False
316,0000316.bin,47322.503269688226,484366.8999137107,False
317,0000317.bin,3069171.6585484175,1163959.8268131358,False
318,0000318.bin,227483.08441345254,498244.194909764,False
319,0000319.bin,1400060.8693857305,3539527.966423442,False
320,0000320.bin,110904.2870953623,293401.19693290535,False
321,0000321.bin,19704.2256789078,99866.30834770568,False
322,0000322.bin,213959.751320504,1041311.7845367017,False
323,0000323.bin,29253.298909059966,92668.21695916144,False
324,0000324.bin,39407.37748768391,16881.398554795163,False
325,0000325.bin,32381.070898349815,6724.92974745134,False
326,0000326.bin,1332784.135986459,2308588.482273951,False
327,0000327.bin,27230.298206857762,202729.7574202823,False
328,0000328.bin,439836.18541139306,196326.26166037662,False
329,0000329.bin,928439580.6513934,38826384.64724746,False
330,0000330.bin,50315.17529661777,1290.4124926564716,False
331,0000331.bin,270096.52259445784,116473.10757093428,False
332,0000332.bin,999000000.004961,999000000.004961,True
333,0000333.bin,1551169.936041262,1258692.47545547,False
334,0000334.bin,17694.73497300445,15500.088035774037,False
335,0000335.bin,414551.60379441944,292396.33033618616,False
336,0000336.bin,133279.716175364,147050.45540571472,False
337,0000337.bin,33522.42309865146,54618.62873396035,False
338,0000338.bin,140186789.52983284,999000000.0049621,False
339,0000339.bin,21046.668977807443,21290.160680332818,False
340,0000340.bin,999000000.0049609,999000000.0049609,True
341,0000341.bin,233164.14178137737,1112449.1552279158,False
342,0000342.bin,2108922.479567898,1627376.638461919,False
343,0000343.bin,230473.22764620217,112024.71612198537,False
344,0000344.bin,14648870.743443089,7716585.079378012,False
345,0000345.bin,1000000000.0,1000000000.0,True
346,0000346.bin,70082.17050091749,15238.201953672504,False
347,0000347.bin,82452.78914018297,194176.44019759394,False
348,0000348.bin,533670.4882317998,389917.64974293014,False
349,0000349.bin,2190059.4992708704,54148232.77351672,False
350,0000350.bin,259762428.9685155,148254964.41080096,False
351,0000351.bin,12460259.060154773,57754794.53438688,False
352,0000352.bin,82818.63291183051,106162.69408564985,False
353,0000353.bin,457363.08466480125,311706.9301526002,False
354,0000354.bin,30080984.697794203,216338.09956688277,False
355,0000355.bin,999000000.0049608,999000000.0049608,True
356,0000356.bin,41878.77150346373,203195.05554932027,False
357,0000357.bin,1000000000.0,1000000000.0,True
358,0000358.bin,107543.90068191261,105577.15698952653,False
359,0000359.bin,1464386.7424546625,629451.1308957258,False
360,0000360.bin,327035.82228975004,16988.681781814776,False
361,0000361.bin,1047567.432418622,5683194.247453977,False
362,0000362.bin,1000000000.0,1000000000.0,True
363,0000363.bin,205642886.0857666,808324007.6259162,False
364,0000364.bin,490185142.7222614,469465145.62453085,False
365,0000365.bin,1000000000.0,1000000000.0,True
366,0000366.bin,333007.0328090171,45675.4268744107,False
367,0000367.bin,999000000.0049607,999000000.0049607,True
368,0000368.bin,1000000000.0,1000000000.0,True
369,0000369.bin,1136327.7966433356,113106.27792847912,False
370,0000370.bin,19956483.742073048,22558231.38812122,False
371,0000371.bin,1000000000.0,1000000000.0,True
372,0000372.bin,434822.52186077327,168810.86788484227,False
373,0000373.bin,117316826.40433308,15174953.326737877,False
374,0000374.bin,1000000000.0,1000000000.0,True
375,0000375.bin,62127311.621887766,13860216.60068162,False
376,0000376.bin,1000000000.0,1000000000.0,True
377,0000377.bin,84536.37698007097,68840.22078961099,False
378,0000378.bin,10120.78856073381,1715.2845557540554,False
379,0000379.bin,1000000000.0,1000000000.0,True
380,0000380.bin,698896419.7665659,682698227.9071168,False
381,0000381.bin,999000000.0049607,999000000.0049607,True
382,0000382.bin,11893.161511083554,33419.6085626937,False
383,0000383.bin,10896.019861177025,3157646.684728857,False
384,0000384.bin,809888.0081779879,2329429.037280051,False
385,0000385.bin,51563956.94568606,45635118.23763653,False
386,0000386.bin,1625910.4920891076,472845.7829136939,False
387,0000387.bin,647876.8951744863,2366420.7582781245,False
388,0000388.bin,4192477.625338625,28502771.793287992,False
389,0000389.bin,999000000.0049607,999000000.0049607,True
390,0000390.bin,1000000000.0,1000000000.0,True
391,0000391.bin,51719.314245577254,131922.06547008874,False
392,0000392.bin,197630619.98712882,15795170.654734075,False
393,0000393.bin,869530.9350609472,28783.254960907034,False
394,0000394.bin,1588275.1410086511,2268736.79897224,False
395,0000395.bin,25081.238846882075,15917.789408522813,False
396,0000396.bin,999000000.004961,999000000.004961,True
397,0000397.bin,1000000000.0,1000000000.0,True
398,0000398.bin,14104547.170926537,9570831.696970351,False
399,0000399.bin,1193012.0693681662,1193331.0438460235,False
400,0000400.bin,21766.058960215276,31160.113643091736,False
401,0000401.bin,38696.16278493836,25336.023520672676,False
402,0000402.bin,1000000000.0,1000000000.0,True
403,0000403.bin,999000000.0049613,999000000.0049613,True
404,0000404.bin,21483.388268423096,23216.651511538348,False
405,0000405.bin,999000000.0049605,999000000.0049605,True
406,0000406.bin,1000000000.0,1000000000.0,True
407,0000407.bin,14013.745955783119,14812.1174550152,False
408,0000408.bin,24068.474098691448,87576.47255812121,False
409,0000409.bin,999000000.0049609,999000000.0049609,True
410,0000410.bin,1642619.8634173349,857125.6061651807,False
411,0000411.bin,1000000000.0,1000000000.0,True
412,0000412.bin,16132131.891394801,9840796.203566328,False
413,0000413.bin,59108.242992137384,77518.4535165659,False
414,0000414.bin,4105481.666630066,1986917.9287609572,False
415,0000415.bin,1361659.813281538,9075146.640097622,False
416,0000416.bin,17998826.76537763,11101026.606872987,False
417,0000417.bin,817217.7354033012,1055645.5788430364,False
418,0000418.bin,14536.201761372471,2309049.6234825975,False
419,0000419.bin,58367.79127175431,37399.20313997251,False
420,0000420.bin,1000000000.0,1000000000.0,True
421,0000421.bin,146473.7171276955,94146.59160574812,False
422,0000422.bin,236789.87837859968,261381.05077513313,False
423,0000423.bin,106181.22702929456,122033.30243348292,False
424,0000424.bin,74565156.73658492,1814349.5492666347,False
425,0000425.bin,208766.9590753302,74492.83788326984,False
426,0000426.bin,543571271.1411871,227258433.1749702,False
427,0000427.bin,34432.650439226265,11239.935869524146,False
428,0000428.bin,1428991.6258966867,689848.4351850289,False
429,0000429.bin,13878.611351778085,1514.5052261402295,False
430,0000430.bin,1000000000.0,1000000000.0,True
431,0000431.bin,94391186.72995079,158562486.30641204,False
432,0000432.bin,62657.76935381121,236293.23012993805,False
433,0000433.bin,585130.8260744961,1884141.7400626913,False
434,0000434.bin,145214525.44982427,1000000000.0,False
435,0000435.bin,14334.106073147563,25962.09060556967,False
436,0000436.bin,74590.38698477158,19482596.353165865,False
437,0000437.bin,585966.1595353299,367047.3391060916,False
438,0000438.bin,40541346.4475347,69220020.0123465,False
439,0000439.bin,14052.92494504989,36767.38564626169,False
440,0000440.bin,1000000000.0,1000000000.0,True
441,0000441.bin,2745874.605398281,712379.8873260878,False
442,0000442.bin,334934.94392228953,83410167.11972232,False
443,0000443.bin,1000000000.0,1000000000.0,True
444,0000444.bin,205421.67614492553,27857.231317158527,False
445,0000445.bin,410078669.28016764,1000000000.0,False
446,0000446.bin,23007.073363824802,25029.7276558655,False
447,0000447.bin,1000000000.0,1000000000.0,True
448,0000448.bin,32368589.524794873,735650.786595576,False
449,0000449.bin,999000000.0049611,999000000.0049611,True
450,0000450.bin,103053.59360341252,25606.396651731244,False
451,0000451.bin,999000000.0049605,999000000.0049605,True
452,0000452.bin,744425.7716511711,828293.6460264286,False
453,0000453.bin,10819.151446337963,238669.11886416975,False
454,0000454.bin,38970.62355596028,14032.867796698449,False
455,0000455.bin,66341.84142224382,128108.95561646664,False
456,0000456.bin,5345733.314133507,2430998.0558431754,False
457,0000457.bin,1000000000.0,1000000000.0,True
458,0000458.bin,211062.5499341067,181595.0309750052,False
459,0000459.bin,1039058.1785970832,12218050.59856685,False
460,0000460.bin,5650918.900821698,1346991.005657986,False
461,0000461.bin,1000000000.0,1000000000.0,True
462,0000462.bin,1000000000.0,1000000000.0,True
463,0000463.bin,12710.516287166369,7232.559198128089,False
464,0000464.bin,2754618.6907263375,20105915.44000968,False
465,0000465.bin,999000000.0049605,999000000.0049605,True
466,0000466.bin,61627183.49276931,47074120.20567677,False
467,0000467.bin,15623.306130223133,15676.202961885709,False
468,0000468.bin,100272.57818520982,91046.25530059861,False
469,0000469.bin,24312852.852291975,14122891.494299863,False
470,0000470.bin,226798.68185721326,295355.2966543933,False
471,0000471.bin,2055946.4583532407,453703.91948698665,False
472,0000472.bin,30228.893846920582,9060.219210254823,False
473,0000473.bin,5465617.592257321,8284899.114510546,False
474,0000474.bin,3619981.9345675134,4279267.885692547,False
475,0000475.bin,1000000000.0,1000000000.0,True
476,0000476.bin,185832.1122253887,186263.15038944612,False
477,0000477.bin,1092875.5607510481,202689.71240560323,False
478,0000478.bin,54896.2764784689,5604.119669885765,False
479,0000479.bin,999000000.0049609,535015140.25339633,True
480,0000480.bin,999000000.0049611,274144741.0442116,True
481,0000481.bin,12166524.927421592,5746160.807044291,False
482,0000482.bin,1000000000.0,1000000000.0,True
483,0000483.bin,384343.0788586765,278941.3439681183,False
484,0000484.bin,85755.2211335998,128093.36715919539,False
485,0000485.bin,25987.828880569894,7104.491361417856,False
486,0000486.bin,41917.01518530244,4850771.319193487,False
487,0000487.bin,985497.0363365278,84699.91721735409,False
488,0000488.bin,1000000000.0,673107491.7429218,True
489,0000489.bin,66472.57661722518,10182.553492531046,False
490,0000490.bin,56803.5415461112,61954.97241799216,False
491,0000491.bin,31259.706564525837,60575.2553854242,False
492,0000492.bin,1000000000.0,1000000000.0,True
493,0000493.bin,51382.39572242187,198895.9668800134,False
494,0000494.bin,999000000.0049607,999000000.0049607,True
495,0000495.bin,62846683.51617456,128530523.4219979,False
496,0000496.bin,999000000.004961,999000000.004961,True
497,0000497.bin,999000000.0049613,999000000.0049613,True
498,0000498.bin,46560.43555522229,5950.425908347302,False
499,0000499.bin,999000000.0049607,999000000.0049607,True
500,0000500.bin,1000000000.0,1000000000.0,True
501,0000501.bin,18934.294453935683,2562.1881186180576,False
502,0000502.bin,2214444.973395405,1046770.0308703545,False
503,0000503.bin,392231.2192890935,640964.280423334,False
504,0000504.bin,1000000000.0,1000000000.0,True
505,0000505.bin,999000000.0049609,470898575.8558967,True
506,0000506.bin,365741.71920708596,111597.59239275394,False
507,0000507.bin,1936332.414797384,5934172.9829782555,False
508,0000508.bin,43867.5815231426,30428.148971821098,False
509,0000509.bin,1000000000.0,1000000000.0,True
510,0000510.bin,1000000000.0,1000000000.0,True
511,0000511.bin,999000000.0049607,999000000.0049607,True
512,0000512.bin,12575.381683161324,12575.381683161324,False
513,0000513.bin,742232.92605369,5664756.012285516,False
514,0000514.bin,4364836.669171604,1511204.5955651496,False
515,0000515.bin,101934.44629438702,122299.24151453008,False
516,0000516.bin,59770.0596058413,159218.90907468062,False
517,0000517.bin,999000000.0049614,999000000.0049614,True
518,0000518.bin,156986.22630124728,60267.98957210028,False
519,0000519.bin,730564.5847742141,556876.7820063707,False
520,0000520.bin,29438.31657632243,72739.4828504187,False
